sku_or_id,title,brand,category,price,availability,availability_bucket,n_images,desc_len,source_url,image_url
100610988,"NIVEA MEN DEEP bundle: Shower Gel, Deodorant Spray, Body Lotion, Face Cream",NIVEA,Beauty & Health,215,In stock,In stock (fast),9,1200,https://www.takealot.com/nivea-men-deep-bundle-shower-gel-deodorant-spray-body-lotion-fac/PLID100610988,https://media.takealot.com/covers_images/a4fd1e95b57147aaa6ea01ae7d02a07a/s-pdpxl.file
93097353,SMTE - Infinite Quality Travel Ware - 3 Piece Luggage Set,,General Merchandise,1499,,No live offer,30,1168,https://www.takealot.com/smte-infinite-quality-travel-ware-3-piece-luggage-set/PLID93097353,https://media.takealot.com/covers_images/94de2da4813c435a8560d35d36bef13b/s-pdpxl.file
73687218,3 Piece Hard Outer Shell Luggage Set: 28inch - 29inch - 30inch-31inch sets,,General Merchandise,1261,,No live offer,5,1241,https://www.takealot.com/3-piece-hard-outer-shell-luggage-set-28inch-29inch-30inch-31inch/PLID73687218,https://media.takealot.com/covers_images/fd48154962f3497bbd376d008f2da928/s-pdpxl.file
96614976,120W Super Fast Universal Desktop Charging Station For Phone/Laptop,,Electronics,409,In stock,In stock (fast),5,638,https://www.takealot.com/120w-super-fast-universal-desktop-charging-station-for-phone-lap/PLID96614976,https://media.takealot.com/covers_images/57b2ebef387647258e3691edbcab2a93/s-pdpxl.file
94447590,KZ EDX Stage Monitor In Ear Earphones - Black,KZ,Electronics,295,In stock,In stock (fast),4,1430,https://www.takealot.com/kz-edx-stage-monitor-in-ear-earphones/PLID94447590,https://media.takealot.com/covers_images/e3a44d688e08434895250a9967ff9964/s-pdpxl.file
102006207,Soft Sponge Microphone Windscreens for Stage and Recording Enhanced Audio,,Electronics,375,Ships in 14 - 16 work days,Lead time (imported),9,829,https://www.takealot.com/soft-sponge-microphone-windscreens-for-stage-and-recording-enhan/PLID102006207,https://media.takealot.com/covers_images/1cc97d39070c4131a067d06c2323028d/s-pdpxl.file
102005977,Crystal Glass Desktop Microphone Stand Holder Base for Office and KTV,,Electronics,357,Ships in 14 - 16 work days,Lead time (imported),9,867,https://www.takealot.com/crystal-glass-desktop-microphone-stand-holder-base-for-office-an/PLID102005977,https://media.takealot.com/covers_images/17481ed4bdd44ebbb4ab89bb5042a04e/s-pdpxl.file
98573292,"16 Pack Cat Fountain Filters,Cat Fountain Replacement Filters",,Pet Supplies,199,In stock,In stock (fast),8,940,https://www.takealot.com/16-pack-cat-fountain-filters-cat-fountain-replacement-filters/PLID98573292,https://media.takealot.com/covers_images/1f0d590a90cf4545a8ad5dc1e20dddfb/s-pdpxl.file
95920408,GALAXIA ABS Durable & Lightweight Hardside Spinner Luggage Set - 3-Piece - Rose Gold,GALAXIA,Home & Kitchen,1499,In stock,In stock (fast),6,3831,https://www.takealot.com/galaxia-abs-durable-lightweight-hardside-spinner-luggage-set-3-p/PLID95920408,https://media.takealot.com/covers_images/257081c8c60645bc9d48065d05de2fe8/s-pdpxl.file
91435114,"DELL PE1520C Premier Briefcase 15.6"" - 460-BCQL",Dell,General Merchandise,1603,Ships in 4 - 6 work days,Lead time (imported),5,1891,https://www.takealot.com/dell-pe1520c-premier-briefcase-15-6-460-bcql/PLID91435114,https://media.takealot.com/covers_images/fa84e5117d704e07b4b88720fd2dd434/s-pdpxl.file
100773508,925 Sterling Silver Bracelet Lucky Four - Leaf Clover 1ct Moissanite,,General Merchandise,786,Ships in 14 - 16 work days,Lead time (imported),5,713,https://www.takealot.com/925-sterling-silver-bracelet-lucky-four-leaf-clover-1ct-moissani/PLID100773508,https://media.takealot.com/covers_images/ac55b644cccd4bfaaabcc65adb7e7931/s-pdpxl.file
102146746,Interactive Shark Bite Game Desktop Family Party Toy,,Toys & Games,603,Ships in 14 - 16 work days,Lead time (imported),9,620,https://www.takealot.com/interactive-shark-bite-game-desktop-family-party-toy/PLID102146746,https://media.takealot.com/covers_images/0155782081d245f9864162d8311ca73e/s-pdpxl.file
91550340,Cricut Removable Smart Vinyl Write White,Cricut,General Merchandise,349,In stock,In stock (fast),1,112,https://www.takealot.com/cricut-removable-smart-vinyl-write-white/PLID91550340,https://media.takealot.com/covers_images/2853bbe555694b7799fdf1bdac5a6bba/s-pdpxl.file
69308191,Men Western Embossed Vintage Pin Buckle Genuine Leather Belt-Coffee,,Fashion,165,In stock,In stock (fast),5,689,https://www.takealot.com/men-western-embossed-vintage-pin-buckle-genuine-leather-belt-cof/PLID69308191,https://media.takealot.com/covers_images/83cd0ae0e2f148f3b7cc4899111fd25c/s-pdpxl.file
99465667,Diadora Massimo Track Pants,Diadora,Home & Kitchen,699,,No live offer,15,951,https://www.takealot.com/diadora-massimo-track-pants/PLID99465667,https://media.takealot.com/covers_images/974f8cd840064a56a158bdf7e3dfc112/s-pdpxl.file
95769148,Fengru X2 Pro - In ear earphones - No mic,,Electronics,139,,No live offer,5,1296,https://www.takealot.com/fengru-x2-pro-in-ear-earphones-no-mic/PLID95769148,https://media.takealot.com/covers_images/b5996b69568742a9b6423db1fa5f5827/s-pdpxl.file
65543004,3 Piece Graphic Art PU Leather Travel Luggage Bag Set - Paris Eiffel Tower,,Fashion,2500,Ships in 5 - 7 work days,Lead time (imported),5,1067,https://www.takealot.com/3-piece-graphic-art-pu-leather-travel-luggage-bag-set/PLID65543004,https://media.takealot.com/covers_tsins/68707530/68707530-1-pdpxl.jpeg
101351853,High Precision SHT21 I2C Humidity & Temperature Sensor Module,,General Merchandise,340,Ships in 14 - 16 work days,Lead time (imported),5,2461,https://www.takealot.com/high-precision-sht21-i2c-humidity-temperature-sensor-module/PLID101351853,https://media.takealot.com/covers_images/ba5c4cf20eca4e678f9c27c2d4b9c6bf/s-pdpxl.file
90115450,Cricut Glitter Iron-On 30x48cm (Eggplant),Cricut,Home & Kitchen,352,Ships in 4 - 6 work days,Lead time (imported),1,273,https://www.takealot.com/cricut-glitter-iron-on-30x48cm-eggplant/PLID90115450,https://media.takealot.com/covers_images/fcaf7a90b1b24eabaa34141a871b3325/s-pdpxl.file
100412393,Foldable Stand Protective Case Compatible With Huawei MatePad Pro 13.2-Inch,,General Merchandise,219,,No live offer,30,948,https://www.takealot.com/foldable-stand-protective-case-compatible-with-huawei-matepad-pr/PLID100412393,https://media.takealot.com/covers_images/1fe30ed1a9a0469488797b972be53161/s-pdpxl.file
101931184,"Flower LED Plug-In Night Light, Vintage Warm Wall Lamp",,Home & Kitchen,639,Ships in 14 - 16 work days,Lead time (imported),8,670,https://www.takealot.com/flower-led-plug-in-night-light-vintage-warm-wall-lamp/PLID101931184,https://media.takealot.com/covers_images/95fdf4968a4b40b3ab6836b364a0fe89/s-pdpxl.file
91293115,Speroni - Submersible Pump 100mm St-2540-3.70Kw,Speroni,General Merchandise,5098,Ships in 5 - 7 work days,Lead time (imported),1,117,https://www.takealot.com/speroni-submersible-pump-100mm-st-2540-3-70kw/PLID91293115,https://media.takealot.com/covers_images/a84f813a64594beeb658b9c39cf4d43c/s-pdpxl.file
100971535,Eslnf Nylon Bike Pedals Self-Locking Spd Mountain Road Bicycle Pedals,,Sport & Outdoor,743,Ships in 14 - 16 work days,Lead time (imported),6,926,https://www.takealot.com/eslnf-nylon-bike-pedals-self-locking-spd-mountain-road-bicycle-p/PLID100971535,https://media.takealot.com/covers_images/1b8901b37bac41449e03d4f514b4c151/s-pdpxl.file
100827188,Wallet Case with RFID Blocking Compatible with iPhone 15,,Electronics,300,,No live offer,25,1584,https://www.takealot.com/wallet-case-with-rfid-blocking-compatible-with-iphone-15/PLID100827188,https://media.takealot.com/covers_images/1fa7d60366044f28810c7a1dae74d0c1/s-pdpxl.file
91021461,latest Modern Style Eiffel Chair Counter Bar Stools Set - 2 Pieces,,Home & Kitchen,1594,,No live offer,11,1291,https://www.takealot.com/latest-modern-style-eiffel-chair-counter-bar-stools-set-2-pieces/PLID91021461,https://media.takealot.com/covers_images/27caa024f6e54910b5e47ace56febf2f/s-pdpxl.file
46639928,PS Vita Charger Power Supply with Power Cord - Black,,Electronics,149,In stock,In stock (fast),1,349,https://www.takealot.com/ps-vita-charger-power-supply-with-power-cord-black/PLID46639928,https://media.takealot.com/covers_tsins/49501640/49501640-1-pdpxl.JPG
97216111,Butterfly Metal Wind Chimes Bells Home Decoration,,Home & Kitchen,294,Ships in 14 - 16 work days,Lead time (imported),6,33,https://www.takealot.com/butterfly-metal-wind-chimes-bells-home-decoration/PLID97216111,https://media.takealot.com/covers_images/5e78d9126f8b4137a59f345be5c0552b/s-pdpxl.file
99751959,Clothes Drying Rack Free-Standing 2 Level Foldable,,General Merchandise,674,Ships in 4 - 6 work days,Lead time (imported),8,1194,https://www.takealot.com/sammag-biz-free-standing-clothes-drying-rack-2-level-foldable/PLID99751959,https://media.takealot.com/covers_images/3a193c15fe874f8fb22ef62bb39e5f77/s-pdpxl.file
101293359,"Inflatable Floating Lounge Chair, Suitable for Pool And Beach Parties",,Home & Kitchen,1510,,No live offer,9,465,https://www.takealot.com/inflatable-floating-lounge-chair-suitable-for-pool-and-beach-par/PLID101293359,https://media.takealot.com/covers_images/8f3ad5d84ead49e9baeedef925463b80/s-pdpxl.file
91244249,Modern and Stylish Wooden Dining 80cmx 80cmx70cm,,General Merchandise,1895,Ships in 5 - 7 work days,Lead time (imported),5,553,https://www.takealot.com/modern-and-stylish-wooden-dining-80cmx-80cmx70cm/PLID91244249,https://media.takealot.com/covers_images/99a266ac04bc42308c3a383334153465/s-pdpxl.file
101162906,Magnetic Rotate Ring Phone Case Compatible With Honor Magic 8 Lite,,Electronics,232,,No live offer,29,1018,https://www.takealot.com/magnetic-rotate-ring-phone-case-compatible-with-honor-magic-8-li/PLID101162906,https://media.takealot.com/covers_images/a5402bd35dc545cf81c300cd839365c6/s-pdpxl.file
46993593,Wiley X WX Valor 2.5 3 Lens Set (Grey/Clear/Light Rust) Tactical Eyewear,Wiley X,Home & Kitchen,2925,,No live offer,18,1946,https://www.takealot.com/wiley-x-wx-valor-2-5-3-lens-set-grey-clear-light-rust-tactical-e/PLID46993593,https://media.takealot.com/covers_images/ea396615211848e496e874eaeb2f5a9c/s-pdpxl.file
90469606,5 Piece Dining Table & Wooden Leg Chair Set,,Home & Kitchen,3595,Ships in 5 - 7 work days,Lead time (imported),1,331,https://www.takealot.com/5-piece-dining-table-wooden-leg-chair-set/PLID90469606,https://media.takealot.com/covers_images/3a0da9e00d6241c9b8316e6dcf7c3d3e/s-pdpxl.file
91115209,Water-Resistant Large Travel Bag for Women and Men,,Fashion,130,,No live offer,17,1347,https://www.takealot.com/water-resistant-large-travel-bag-for-women-and-men/PLID91115209,https://media.takealot.com/covers_images/441434d3a86b4b9b90127bcea851cb90/s-pdpxl.file
100621983,Seat Cushion Pillow Chair Pads,,Home & Kitchen,966,,No live offer,23,872,https://www.takealot.com/seat-cushion-pillow-chair-pads/PLID100621983,https://media.takealot.com/covers_images/17fb2fd304c647978e37d680af8b5d4f/s-pdpxl.file
95399534,Pacific Technologies ER-308UV Electronic Cash Register,Pacific,General Merchandise,4499,Supplier out of stock,Other,2,1232,https://www.takealot.com/pacific-technologies-er-308uv-electronic-cash-register/PLID95399534,https://media.takealot.com/covers_images/0afe4d699e0444f9adaae951c2d82fdc/s-pdpxl.file
101352213,Solar DC Isolator Switch 4P 32A 1000V IP66 Waterproof for PV System,,General Merchandise,1973,Ships in 14 - 16 work days,Lead time (imported),5,1539,https://www.takealot.com/solar-dc-isolator-switch-4p-32a-1000v-ip66-waterproof-for-pv-sys/PLID101352213,https://media.takealot.com/covers_images/3928f5e0006c47918d0367d06d44c6f7/s-pdpxl.file
97044947,"Unbreakable Light Gray 3-Piece PP Luggage Set - Durable, Spinner Wheels TSA",,Home & Kitchen,2197,Ships in 4 - 6 work days,Lead time (imported),6,2123,https://www.takealot.com/unbreakable-light-gray-3-piece-pp-luggage-set-durable-spinner-wh/PLID97044947,https://media.takealot.com/covers_images/480a4acb53ab46219acce9804d3d6b93/s-pdpxl.file
71885258,Epson ink bottle T6732 Cyan,Epson,Home & Kitchen,489,Ships in 4 - 6 work days,Lead time (imported),1,174,https://www.takealot.com/epson-ink-bottle-t6732-cyan/PLID71885258,https://media.takealot.com/covers_images/eb95fa139a654615809ab46d8e4997f0/s-pdpxl.file
96470930,3 Way Manifold Gauge Set With 3 Tubes Air Conditioning Line Repair Tools,,Tools & DIY,350,In stock,In stock (fast),5,1537,https://www.takealot.com/3-way-manifold-gauge-set-with-3-tubes-air-conditioning-line-repa/PLID96470930,https://media.takealot.com/covers_images/547df400fdc94eb1803e40700aa4d7d0/s-pdpxl.file
93172960,Steel Cladd Quick Dry Enamel Shearer Green 5L,,General Merchandise,848,Supplier out of stock,Other,1,426,https://www.takealot.com/steel-cladd-quick-dry-enamel-shearer-green-5l/PLID93172960,https://media.takealot.com/covers_images/437d480b433049bca7834d708476de25/s-pdpxl.file
101472150,20m Air Compressor Hose 1/4in NPT 5mm ID 8mm OD PU Tube Tubing Red,,General Merchandise,836,Ships in 14 - 16 work days,Lead time (imported),5,1196,https://www.takealot.com/20m-air-compressor-hose-1-4in-npt-5mm-id-8mm-od-pu-tube-tubing-r/PLID101472150,https://media.takealot.com/covers_images/05819fe06762497aa0688c761581f2d9/s-pdpxl.file
100665031,Car Turn Signal Light Control Lights Wiper Control Compatible with Isuzu,,Automotive,923,Ships in 14 - 16 work days,Lead time (imported),10,1777,https://www.takealot.com/car-turn-signal-light-control-lights-wiper-control-compatible-wi/PLID100665031,https://media.takealot.com/covers_images/d625d2088dc041d2a1a63eb8f20ef5f2/s-pdpxl.file
100053404,Red Envelopes Chinese New Year Dragon 2024,,General Merchandise,298,Ships in 14 - 16 work days,Lead time (imported),7,1311,https://www.takealot.com/red-envelopes-chinese-new-year-dragon-2024/PLID100053404,https://media.takealot.com/covers_images/01aebf7d2ce24c048aca84f133402d2a/s-pdpxl.file
95875854,"MSI MAG401QR 40"" 155Hz Ultrawide Gaming Monitor",MSI,Electronics,12798,Ships in 4 - 6 work days,Lead time (imported),5,1703,https://www.takealot.com/msi-mag401qr-40-155hz-ultrawide-gaming-monitor/PLID95875854,https://media.takealot.com/covers_images/a6ed4ee9538048908095be47451a13c6/s-pdpxl.file
99868467,Compatible with iPhone 17 Clear Case with 5D Tempered Glass - 6.3 Inch,,Electronics,89,In stock,In stock (fast),6,1014,https://www.takealot.com/compatible-with-iphone-17-clear-case-with-5d-tempered-glass-6-3-/PLID99868467,https://media.takealot.com/covers_images/ba4d54eb8b274eb7bd271e77e350fd0b/s-pdpxl.file
95231781,Unbreakable Travel Luggage 3 Piece Suitcases Spinner,,General Merchandise,1997,,No live offer,50,1691,https://www.takealot.com/unbreakable-travel-luggage-3-piece-suitcases-spinner/PLID95231781,https://media.takealot.com/covers_images/000c17ba5fdd495ab1ef21d77cbb16e9/s-pdpxl.file
101195038,Creative Wallet Phone Case Compatible with Samsung Galaxy S20 FE,,Electronics,349,,No live offer,10,344,https://www.takealot.com/creative-wallet-phone-case-compatible-with-samsung-galaxy-s20-fe/PLID101195038,https://media.takealot.com/covers_images/2f6ef54f73d04038b1534709c9466534/s-pdpxl.file
90243116,Close Couple Cistern FP15B Bibo Front Flush Mechanism,Dutton Plastics Engineering,Baby & Kids,764,Ships in 5 - 7 work days,Lead time (imported),1,167,https://www.takealot.com/close-couple-cistern-fp15b-bibo-front-flush-mechanism/PLID90243116,https://media.takealot.com/covers_tsins/54894776/54894776-1-pdpxl.jpeg
101261236,Fabric-Textured Leather Phone Case Compatible with Samsung Galaxy S26 Ultra,,Electronics,316,,No live offer,11,340,https://www.takealot.com/fabric-textured-leather-phone-case-compatible-with-samsung-galax/PLID101261236,https://media.takealot.com/covers_images/b7b22a21256a41e0b846e09b0bced16a/s-pdpxl.file
97212162,4Piece Plastic Garden Fence/Edging Garden Edging Borders,,General Merchandise,385,In stock,In stock (fast),7,816,https://www.takealot.com/4piece-plastic-garden-fence-edging-garden-edging-borders/PLID97212162,https://media.takealot.com/covers_images/991a736e4a5c4e059310a380d9d36bc7/s-pdpxl.file
91293413,Armadillo - Hose Garden Std 20mm 30M 1 Roll,Armadillo,General Merchandise,1023,Ships in 4 - 6 work days,Lead time (imported),1,109,https://www.takealot.com/armadillo-hose-garden-std-20mm-30m-1-roll/PLID91293413,https://media.takealot.com/covers_images/0fb6c0c2250b4155b234ce65e1060f42/s-pdpxl.file
101828762,White LED Fabric Shaver 6 Blade and 1 Extra Head,,Beauty & Health,346,Ships in 14 - 16 work days,Lead time (imported),15,319,https://www.takealot.com/white-led-fabric-shaver-6-blade-and-1-extra-head/PLID101828762,https://media.takealot.com/covers_images/baf036f723f0470da3b4c1e9dcdad366/s-pdpxl.file
101351519,19Pcs MB15 Welding Tool Kit - Industrial Power Tools & Accessories,,Tools & DIY,459,Ships in 14 - 16 work days,Lead time (imported),5,869,https://www.takealot.com/19pcs-mb15-welding-tool-kit-industrial-power-tools-accessories/PLID101351519,https://media.takealot.com/covers_images/c8df177ba8c7424aa18e9be22ee8a53e/s-pdpxl.file
95470071,Dual Band Ham Radio Including Earphone Handheld Walkie Talkie,,Electronics,315,In stock,In stock (fast),5,726,https://www.takealot.com/dual-band-ham-radio-including-earphone-handheld-walkie-talkie/PLID95470071,https://media.takealot.com/covers_images/df413bac7130427c970371c6455cca04/s-pdpxl.file
98049418,Gloot Protein Water Cranberry Crush,Gloot Nutrition,General Merchandise,319,In stock,In stock (fast),3,383,https://www.takealot.com/gloot-protein-water-cranberry-crush/PLID98049418,https://media.takealot.com/covers_images/3a1a6a512a7549c0ac8d4eb5d0162cf1/s-pdpxl.file
100929160,Bluetooth Call Smart Watch for Android iOS,,Electronics,581,Ships in 14 - 16 work days,Lead time (imported),5,452,https://www.takealot.com/bluetooth-call-smart-watch-for-android-ios/PLID100929160,https://media.takealot.com/covers_images/415cb91632644e31a8039eecb8f4757e/s-pdpxl.file
98886681,Women's Lace Babydoll Garter Lingerie Dress with Thong and Stockings Set,,Toys & Games,218,,No live offer,6,549,https://www.takealot.com/women-s-lace-babydoll-garter-lingerie-dress-with-thong-and-stock/PLID98886681,https://media.takealot.com/covers_images/6e76c42e44ec4830a9350a7c50e1fa2e/s-pdpxl.file
72185259,Salton 3 Panel Gas Heater,Salton,Home & Kitchen,1099,In stock,In stock (fast),4,474,https://www.takealot.com/salton-3-panel-gas-heater/PLID72185259,https://media.takealot.com/covers_images/2545f5fb79f948eeb402a599e17c009a/s-pdpxl.file
52580962,90Degree Solvent Elbow - 160mm,,General Merchandise,895,Ships in 5 - 7 work days,Lead time (imported),1,450,https://www.takealot.com/90degree-solvent-elbow-160mm/PLID52580962,https://media.takealot.com/covers_tsins/55526861/55526861-1-pdpxl.jpeg
101388594,Compact Multifunctional Earphone Storage Bag for Travel,,Electronics,277,Ships in 14 - 16 work days,Lead time (imported),8,739,https://www.takealot.com/compact-multifunctional-earphone-storage-bag-for-travel/PLID101388594,https://media.takealot.com/covers_images/5c7c6760f75a4db5847bb1cdaa634ecd/s-pdpxl.file
101303524,5Pieces Decorative Garden Fence,,Home & Kitchen,409,Ships in 14 - 16 work days,Lead time (imported),5,940,https://www.takealot.com/5pieces-decorative-garden-fence/PLID101303524,https://media.takealot.com/covers_images/bad4395fef044ebdb7a97ce361a20d3b/s-pdpxl.file
91224013,Kaufmann - Cam Lock 30mm Brass Plated - 3 Pack,Kaufmann,Home & Kitchen,268,Ships in 4 - 6 work days,Lead time (imported),1,97,https://www.takealot.com/kaufmann-cam-lock-30mm-brass-plated-3-pack/PLID91224013,https://media.takealot.com/covers_images/e7e5964782c84d7ab89a654a628c114b/s-pdpxl.file
96016958,Shind CRV Chrome Vanadium Steel Industrial Grade Long Nose Pliers,Shind,General Merchandise,254,Ships in 4 - 6 work days,Lead time (imported),5,1825,https://www.takealot.com/shind-crv-chrome-vanadium-steel-industrial-grade-long-nose-plier/PLID96016958,https://media.takealot.com/covers_images/a2b81b8b316045009a4ede1101004960/s-pdpxl.file
91294601,K-Brand - Tee Galv Reducing 50X20mm,K-BRAND,General Merchandise,193,Ships in 4 - 6 work days,Lead time (imported),1,93,https://www.takealot.com/k-brand-tee-galv-reducing-50x20mm/PLID91294601,https://media.takealot.com/covers_images/0e419c4acc1e42d1990ffd05786f72a2/s-pdpxl.file
100964665,Valve Core Remover & Installer with Dual Size Sae Compatible with Universal,,General Merchandise,398,Ships in 14 - 16 work days,Lead time (imported),8,2436,https://www.takealot.com/valve-core-remover-installer-with-dual-size-sae-compatible-with-/PLID100964665,https://media.takealot.com/covers_images/6068e6748e814f3299208a30b5680ffe/s-pdpxl.file
99674104,RFID Zip Leather Wallet Case Compatible With Samsung Galaxy A55 Cover,,Fashion,360,,No live offer,31,299,https://www.takealot.com/rfid-zip-leather-wallet-case-compatible-with-samsung-galaxy-a55-/PLID99674104,https://media.takealot.com/covers_images/137b42bac40e4aeaabf3bc94eaf8e2b8/s-pdpxl.file
95525616,1080P Mini Home 4K Projector Compact & Portable,,Home & Kitchen,947,In stock,In stock (fast),9,1625,https://www.takealot.com/1080p-mini-home-4k-projector-compact-portable/PLID95525616,https://media.takealot.com/covers_images/27af1e2771454eab90463df8bd3bd490/s-pdpxl.file
100416949,Flower Paint Manager Paint Brush Cleaner Solution for Artists,,General Merchandise,361,Ships in 14 - 16 work days,Lead time (imported),9,1545,https://www.takealot.com/flower-paint-manager-paint-brush-cleaner-solution-for-artists/PLID100416949,https://media.takealot.com/covers_images/393c511720d2459fa4967145d0d988df/s-pdpxl.file
101867519,"Bluetooth Sleep Eye Mask with 3D Contour, Ice Silk, Speakers, Washable",,Electronics,348,Ships in 14 - 16 work days,Lead time (imported),5,732,https://www.takealot.com/bluetooth-sleep-eye-mask-with-3d-contour-ice-silk-speakers-washa/PLID101867519,https://media.takealot.com/covers_images/b59fd70fba344d11a7944f4ae6a33d83/s-pdpxl.file
94068410,Star Wars-The Bounty Collect 5cm Mandalorian Figure- Blindbox,Star Wars,Toys & Games,335,In stock,In stock (fast),11,832,https://www.takealot.com/star-wars-the-bounty-collect-5cm-mandalorian-figure-blindbox/PLID94068410,https://media.takealot.com/covers_images/a0bfebccd12e4468acf2df28f77e5828/s-pdpxl.file
72304778,2pc Bathroom Rugs Fine Shaggy Set,AZAZ ENTERPRISE,General Merchandise,499,,No live offer,6,601,https://www.takealot.com/2pc-bathroom-rugs-fine-shaggy-set/PLID72304778,https://media.takealot.com/covers_images/f160fc76d0c24a6fb01f6a99f7fe7ad9/s-pdpxl.file
101549532,3 Pack - 50ml Refillable Fine Mist Cosmetic Spray Bottle - Transparent,,Home & Kitchen,353,Ships in 14 - 16 work days,Lead time (imported),5,783,https://www.takealot.com/3-pack-50ml-refillable-fine-mist-cosmetic-spray-bottle-transpare/PLID101549532,https://media.takealot.com/covers_images/2f8d000f91684e20998a2877deae2b45/s-pdpxl.file
90629578,Unbreakable Travel Luggage 4 Piece Suitcases Spinner,,General Merchandise,1948,,No live offer,42,1755,https://www.takealot.com/unbreakable-travel-luggage-4-piece-suitcases-spinner/PLID90629578,https://media.takealot.com/covers_images/1cf9d2335c764f81b50eb571d3649723/s-pdpxl.file
101394369,"Electric Nail File, Wireless Nail Drill with 5 Speeds & LCD Display",,Beauty & Health,387,Ships in 14 - 16 work days,Lead time (imported),5,2597,https://www.takealot.com/electric-nail-file-wireless-nail-drill-with-5-speeds-lcd-display/PLID101394369,https://media.takealot.com/covers_images/40837968396640b5bb2b907aab79d781/s-pdpxl.file
101538625,Metal Airplane Car Keychain Mini Creative Design Car Accessories,,Automotive,298,Ships in 14 - 16 work days,Lead time (imported),5,288,https://www.takealot.com/metal-airplane-car-keychain-mini-creative-design-car-accessories/PLID101538625,https://media.takealot.com/covers_images/afc1d57a49294953b3c0b712c49ea8d5/s-pdpxl.file
91292958,Lawnking - L/Mower Wheel & Axle Kit 150mm,Lawnking,General Merchandise,313,Ships in 4 - 6 work days,Lead time (imported),1,105,https://www.takealot.com/lawnking-l-mower-wheel-axle-kit-150mm/PLID91292958,https://media.takealot.com/covers_images/36e2233c545444cbb6f15c8001a2c41b/s-pdpxl.file
102005372,Black Metal Microphone Boom Arm Y-type Support Bracket Fits Mic Stands,,Electronics,434,Ships in 14 - 16 work days,Lead time (imported),9,706,https://www.takealot.com/black-metal-microphone-boom-arm-y-type-support-bracket-fits-mic-/PLID102005372,https://media.takealot.com/covers_images/3023d9e55c134f17bd439f405b6210ce/s-pdpxl.file
96624803,Rayswitch Magsafe Magnetic Phone Holder Car Mount Foldable Adjustable,Rayswitch,Electronics,139,In stock,In stock (fast),9,2091,https://www.takealot.com/rayswitch-magsafe-magnetic-phone-holder-car-mount-foldable-adjus/PLID96624803,https://media.takealot.com/covers_images/afbf2ef4faf449fca8f4e0754c3a62f4/s-pdpxl.file
95880639,Outer Front Door Handle for Toyota Corolla EE90/AE92/Conquest - Left Side,,Toys & Games,145,In stock,In stock (fast),5,371,https://www.takealot.com/outer-front-door-handle-for-toyota-corolla-ee90-ae92-conquest-le/PLID95880639,https://media.takealot.com/covers_images/b5b587149fb1433eb982b8acba3d3ce5/s-pdpxl.file
99749882,Clear MagSafe Magnetic Slim Shockproof Cover Compatible with iPhone 17,,Electronics,89,In stock,In stock (fast),5,865,https://www.takealot.com/clear-magsafe-magnetic-slim-shockproof-cover-compatible-with-iph/PLID99749882,https://media.takealot.com/covers_images/42c46494e84d49c0a10cd6d4a1b9c1a9/s-pdpxl.file
99728307,Pastors and Performance Costumes for Priests Nuns Play Virgin Mary Priest,,General Merchandise,484,,No live offer,7,431,https://www.takealot.com/pastors-and-performance-costumes-for-priests-nuns-play-virgin-ma/PLID99728307,https://media.takealot.com/covers_images/96dcd4746022403b8655f82a09e54790/s-pdpxl.file
101009512,Car Fuel Tank Cap Gas Cover for Cooper S R50 R53 Compatible with Mini,,Fashion,1816,Ships in 14 - 16 work days,Lead time (imported),6,553,https://www.takealot.com/car-fuel-tank-cap-gas-cover-for-cooper-s-r50-r53-compatible-with/PLID101009512,https://media.takealot.com/covers_images/756abd8647a4462ab5f5865e8fa59bd0/s-pdpxl.file
91293175,Speroni - Submersible Pump 100mm St-0513-0.37Kw,Speroni,General Merchandise,2017,Ships in 5 - 7 work days,Lead time (imported),1,117,https://www.takealot.com/speroni-submersible-pump-100mm-st-0513-0-37kw/PLID91293175,https://media.takealot.com/covers_images/8ca643031adc4b8e9e654f30f75270dc/s-pdpxl.file
91290384,Torrenti - Ball Valve Pvc Solvent 100mm Pipe 110mm,Torrenti,Sport & Outdoor,642,Ships in 4 - 6 work days,Lead time (imported),1,123,https://www.takealot.com/torrenti-ball-valve-pvc-solvent-100mm-pipe-110mm/PLID91290384,https://media.takealot.com/covers_images/88260d8e37a0470981388bc81959d650/s-pdpxl.file
95178606,Tyre Repair Kit Heavy Duty Tyre Puncture Repair Kit with Storage - 28 Piece,,Home & Kitchen,152,In stock,In stock (fast),9,775,https://www.takealot.com/tyre-repair-kit-heavy-duty-tyre-puncture-repair-kit-with-storage/PLID95178606,https://media.takealot.com/covers_images/4f6d9a5c994b4bd6ba0654c8a2b876f2/s-pdpxl.file
95947120,Rosemary Oil 30ml- Hemani,Hemani,General Merchandise,81,In stock,In stock (fast),3,251,https://www.takealot.com/rosemary-oil-30ml-hemani/PLID95947120,https://media.takealot.com/covers_images/aefa844f063448dd819081a8ed2931f9/s-pdpxl.file
91760110,HP Accessories - HP 16GB DDR4-3200 UDIMM,HP,General Merchandise,3672,Ships in 4 - 6 work days,Lead time (imported),1,963,https://www.takealot.com/hp-accessories-hp-16gb-ddr4-3200-udimm/PLID91760110,https://media.takealot.com/covers_images/1bfcad26810c458ebe803e74bee70165/s-pdpxl.file
